ms,mv,uA,p_mW
44338,3304,76&00,253,0.3
44348,3304,76'00,253,0.3
44358,3304,74&00,246,0.2
44368,3304,76800,254,253.7
44378,3304,73800,244,243.8
44388,3304,77#00,255,0.3
44398,3304,70'00,234,0.2
44408,3304,77$00,256,0.3
44418,3304,76800,254,253.7
44428,3304,76$00,252,0.3
44438,3304,76'00,253,0.3
44448,3304,74%00,246,0.2
44458,3304,76800,254,253.7
44468,3304,72900,241,240.9
44478,3304,77#00,255,0.3
44488,3304,70'00,234,0.2
44498,3304,77#00,255,0.3
44508,3304,76'00,253,0.3
44518,3304,76!00,251,0.3
44528,3304,76'00,253,0.3
44538,3304,74$00,246,0.2
44548,3304,76'00,253,0.3
44558,3304,72000,238,237.9
44568,3304,77#00,255,0.3
44578,3304,70%00,233,0.2
44588,3304,77#00,255,0.3
44598,3308,76'00,254,0.3
44608,3304,75$00,249,0.2
44618,3304,76800,254,253.7
44628,3304,74$00,246,0.2
44638,3304,76'00,253,0.3
44648,3304,71"00,235,0.2
44658,3304,77$00,256,0.3
44668,3304,70 00,231,0.2
44678,3304,77"00,255,0.3
44688,3304,76'00,253,0.3
44698,3304,75 00,248,0.2
44708,3304,76'00,253,0.3
44718,3304,74$00,246,0.2
44728,3304,77 00,254,0.3
44738,3304,70800,234,233.9
44748,3304,77$00,256,0.3
44758,3304,76800,254,253.7
44768,3304,76800,254,253.7
44778,3300,76800,253,253.4
44788,3304,74'00,247,0.2
44798,3304,76'00,253,0.3
44808,3304,74"00,245,0.2
44818,3304,77#00,255,0.3
44828,3304,70&00,233,0.2
44838,3304,77"00,255,0.3
44848,3304,76'00,253,0.3
44858,3304,76$00,252,0.3
44868,3304,76800,254,253.7
44878,3304,74%00,246,0.2
44888,3300,76'00,253,0.3
44898,3304,73%00,243,0.2
44908,3304,77#00,255,0.3
44918,3304,70&00,233,0.2
44928,3304,77#00,255,0.3
44938,3304,76'00,253,0.3
44948,3304,76"00,252,0.3
44958,3304,76800,254,253.7
44968,3304,74%00,246,0.2
44978,3304,76800,254,253.7
44988,3304,72&00,240,0.2
44998,3304,77#00,255,0.3
45008,3304,70%00,233,0.2
45018,3304,77#00,255,0.3
45028,3304,76'00,253,0.3
45038,3304,75900,251,250.8
45048,3304,76&00,253,0.3
45058,3304,74#00,245,0.2
45068,3304,76'00,253,0.3
45078,3304,71&00,237,0.2
45088,3304,77#00,255,0.3
45098,3304,70$00,233,0.2
45108,3304,77#00,255,0.3
45118,3304,76'00,253,0.3
45128,3304,75#00,249,0.2
45138,3304,76800,254,253.7
45148,3304,74$00,246,0.2
45158,3304,76800,254,253.7
45168,3304,71 00,235,0.2
45178,3304,77#00,255,0.3
45188,3304,69900,231,230.9
45198,3304,77!00,255,0.3
45208,3300,76'00,253,0.3
45218,3304,74800,247,247.1
45228,3304,76800,254,253.7
45238,3304,74$00,246,0.2
45248,3304,77!00,255,0.3
45258,3304,70800,234,233.9
45268,3304,77#00,255,0.3
45278,3304,76800,254,253.7
45288,3304,76&00,253,0.3
45298,3304,76'00,253,0.3
45308,3304,74&00,246,0.2
45318,3304,76'00,253,0.3
45328,3304,74 00,244,0.2
45338,3304,77!00,255,0.3
45348,3304,70'00,234,0.2
45358,3304,77#00,255,0.3
45368,3304,76'00,253,0.3
45378,3304,76#00,252,0.3
45388,3304,76800,254,253.7
45398,3304,74%00,246,0.2
45408,3304,76800,254,253.7
45418,3304,73#00,242,0.2
45428,3304,77#00,255,0.3
45438,3304,70&00,233,0.2
45448,3304,77#00,255,0.3
45458,3304,76800,254,253.7
45468,3304,76200,252,251.8
45478,3304,76800,254,253.7
45488,3304,74$00,246,0.2
45498,3304,76800,254,253.7
45508,3304,72"00,239,0.2
45518,3304,77#00,255,0.3
45528,3304,70&00,233,0.2
45538,3304,77#00,255,0.3
45548,3304,76800,254,253.7
45558,3304,75'00,250,0.2
45568,3304,76'00,253,0.3
45578,3304,74$00,246,0.2
45588,3304,76'00,253,0.3
45598,3304,71$00,236,0.2
45608,3304,77#00,255,0.3
45618,3304,70"00,232,0.2
45628,3304,77#00,255,0.3
45638,3304,76'00,253,0.3
45648,3304,75!00,248,0.2
45658,3304,76800,254,253.7
45668,3304,74#00,245,0.2
45678,3304,76900,254,254.1
45688,3304,70900,234,234.3
45698,3304,77#00,255,0.3
45708,3304,76'00,253,0.3
45718,3304,76900,254,254.1
45728,3304,76800,254,253.7
45738,3304,74800,247,247.1
45748,3304,76'00,253,0.3
45758,3304,74#00,245,0.2
45768,3304,77"00,255,0.3
45778,3304,70'00,234,0.2
45788,3304,77$00,256,0.3
45798,3304,76'00,253,0.3
45808,3304,76%00,253,0.3
45818,3304,76'00,253,0.3
45828,3304,74&00,246,0.2
45838,3304,76800,254,253.7
45848,3304,73'00,244,0.2
45858,3304,77#00,255,0.3
45868,3304,70%00,233,0.2
45878,3304,77#00,255,0.3
45888,3304,76'00,253,0.3
45898,3304,76"00,252,0.3
45908,3304,76'00,253,0.3
45918,3304,74$00,246,0.2
45928,3304,76800,254,253.7
45938,3304,72800,241,240.5
45948,3304,77#00,255,0.3
45958,3304,70&00,233,0.2
45968,3304,77#00,255,0.3
45978,3304,76'00,253,0.3
45988,3304,76 00,251,0.3
45998,3304,76800,254,253.7
46008,3304,74#00,245,0.2
46018,3304,76'00,253,0.3
46028,3304,71900,238,237.6
46038,3304,77#00,255,0.3
46048,3304,70$00,233,0.2
46058,3304,77#00,255,0.3
46068,3304,76'00,253,0.3
46078,3304,75#00,249,0.2
46088,3304,76'00,253,0.3
46098,3304,74$00,246,0.2
46108,3304,76'00,253,0.3
46118,3304,71"00,235,0.2
46128,3304,77#00,255,0.3
46138,3300,70 00,231,0.2
46148,3304,77"00,255,0.3
46158,3304,76800,254,253.7
46168,3304,75 00,248,0.2
46178,3304,76800,254,253.7
46188,3304,74#00,245,0.2
46198,3304,77 00,254,0.3
46208,3304,70800,234,233.9
46218,3304,77#00,255,0.3
46228,3304,76800,254,253.7
46238,3304,76'00,253,0.3
46248,3304,76800,254,253.7
46258,3304,74'00,247,0.2
46268,3304,76'00,253,0.3
46278,3304,74"00,245,0.2
46288,3304,77"00,255,0.3
46298,3304,70&00,233,0.2
46308,3304,77#00,255,0.3
46318,3304,76'00,253,0.3
46328,3304,76$00,252,0.3
46338,3304,76'00,253,0.3
46348,3304,74%00,246,0.2
46358,3304,76'00,253,0.3
46368,3304,73$00,243,0.2
46378,3304,77300,255,255.4
46388,3304,70&00,233,0.2
46398,3304,77#00,255,0.3
46408,3304,76800,254,253.7
46418,3304,76"00,252,0.3
46428,3304,76'00,253,0.3
46438,3304,74#00,245,0.2
46448,3304,76'00,253,0.3
46458,3304,72%00,240,0.2
46468,3304,77#00,255,0.3
46478,3304,70&00,233,0.2
46488,3304,77"00,255,0.3
46498,3304,76'00,253,0.3
46508,3304,75'00,250,0.2
46518,3304,76'00,253,0.3
46528,3304,74$00,246,0.2
46538,3304,76'00,253,0.3
46548,3304,71&00,237,0.2
46558,3304,77#00,255,0.3
46568,3304,70#00,232,0.2
46578,3304,77#00,255,0.3
46588,3304,76'00,253,0.3
46598,3304,75"00,248,0.2
46608,3304,76'00,253,0.3
46618,3304,74#00,245,0.2
46628,3304,76800,254,253.7
46638,3304,70900,234,234.3
46648,3304,77"00,255,0.3
46658,3304,69800,231,230.6
46668,3304,77 00,254,0.3
46678,3304,76800,254,253.7
46688,3304,74900,247,247.5
46698,3304,76'00,253,0.3
46708,3304,74#00,245,0.2
46718,3304,77!00,255,0.3
46728,3304,70'00,234,0.2
46738,3304,77#00,255,0.3
46748,3304,76'00,253,0.3
46758,3304,76%00,253,0.3
46768,3304,76'00,253,0.3
46778,3304,74&00,246,0.2
46788,3304,76'00,253,0.3
46798,3304,73900,244,244.2
46808,3304,77"00,255,0.3
46818,3304,70&00,233,0.2
46828,3304,77#00,255,0.3
46838,3304,76800,254,253.7
46848,3304,76#00,252,0.3
46858,3300,76'00,253,0.3
46868,3304,74$00,246,0.2
46878,3304,76'00,253,0.3
46888,3308,73!00,242,0.2
46898,3304,77#00,255,0.3
46908,3304,70&00,233,0.2
46918,3304,77$00,256,0.3
46928,3304,76800,254,253.7
46938,3304,76!00,251,0.3
46948,3304,76800,254,253.7
46958,3304,74$00,246,0.2
46968,3304,76800,254,253.7
46978,3304,72"00,239,0.2
46988,3304,77#00,255,0.3
46998,3304,70&00,233,0.2
47008,3304,77#00,255,0.3
47018,3304,76800,254,253.7
47028,3304,75'00,250,0.2
47038,3304,76800,254,253.7
47048,3304,74#00,245,0.2
47058,3304,76800,254,253.7
47068,3304,71#00,236,0.2
47078,3304,77#00,255,0.3
47088,3304,70"00,232,0.2
47098,3304,77$00,256,0.3
47108,3304,76'00,253,0.3
47118,3304,75!00,248,0.2
47128,3304,76800,254,253.7
47138,3304,74#00,245,0.2
47148,3304,76900,254,254.1
47158,3304,70800,234,233.9
47168,3304,77#00,255,0.3
47178,3304,76'00,253,0.3
47188,3304,77 00,254,0.3
47198,3304,76'00,253,0.3
47208,3304,74800,247,247.1
47218,3304,76'00,253,0.3
47228,3304,74$00,246,0.2
47238,3304,77"00,255,0.3
47248,3304,70'00,234,0.2
47258,3304,77#00,255,0.3
47268,3304,76'00,253,0.3
47278,3304,76$00,252,0.3
47288,3304,76800,254,253.7
47298,3304,74%00,246,0.2
47308,3304,76'00,253,0.3
47318,3304,73'00,244,0.2
47328,3304,77"00,255,0.3
47338,3304,70%00,233,0.2
47348,3304,77#00,255,0.3
47358,3304,76'00,253,0.3
47368,3304,76"00,252,0.3
47378,3304,76'00,253,0.3
47388,3304,74$00,246,0.2
47398,3304,76'00,253,0.3
47408,3304,72'00,240,0.2
47418,3304,77#00,255,0.3
47428,3304,70&00,233,0.2
47438,3304,77#00,255,0.3
47448,3304,76'00,253,0.3
47458,3304,76 00,251,0.3
47468,3304,76'00,253,0.3
47478,3304,74#00,245,0.2
47488,3304,76'00,253,0.3
47498,3304,71900,238,237.6
47508,3304,77#00,255,0.3
47518,3304,70$00,233,0.2
47528,3304,77#00,255,0.3
47538,3304,76800,254,253.7
47548,3304,75$00,249,0.2
47558,3304,76'00,253,0.3
47568,3304,74#00,245,0.2
47578,3304,76800,254,253.7
47588,3304,71!00,235,0.2
47598,3304,77#00,255,0.3
47608,3304,69900,231,230.9
47618,3304,77"00,255,0.3
47628,3304,76'00,253,0.3
47638,3304,75 00,248,0.2
47648,3304,76'00,253,0.3
47658,3304,74$00,246,0.2
47668,3304,77!00,255,0.3
47678,3304,70800,234,233.9
47688,3304,77#00,255,0.3
47698,3304,76'00,253,0.3
47708,3304,76'00,253,0.3
47718,3304,76'00,253,0.3
47728,3304,74&00,246,0.2
47738,3304,76'00,253,0.3
47748,3304,74100,245,244.8
47758,3304,77"00,255,0.3
47768,3304,70&00,233,0.2
47778,3304,77#00,255,0.3
47788,3304,76'00,253,0.3
47798,3304,76#00,252,0.3
47808,3304,76'00,253,0.3
47818,3304,74%00,246,0.2
47828,3304,76'00,253,0.3
47838,3304,73#00,242,0.2
47848,3304,77"00,255,0.3
47858,3304,70&00,233,0.2
47868,3304,77#00,255,0.3
47878,3304,76800,254,253.7
47888,3304,76"00,252,0.3
47898,3304,76800,254,253.7
47908,3304,74#00,245,0.2
47918,3304,76800,254,253.7
47928,3304,72$00,239,0.2
47938,3304,77#00,255,0.3
47948,3304,70&00,233,0.2
47958,3304,77#00,255,0.3
47968,3304,76'00,253,0.3
47978,3304,75800,250,250.4
47988,3304,76'00,253,0.3
47998,3304,74$00,246,0.2
48008,3304,76'00,253,0.3
48018,3304,71&00,237,0.2
48028,3304,77#00,255,0.3
48038,3304,70#00,232,0.2
48048,3304,77#00,255,0.3
48058,3304,76'00,253,0.3
48068,3304,75"00,248,0.2
48078,3304,76'00,253,0.3
48088,3304,74$00,246,0.2
48098,3300,76800,253,253.4
48108,3304,71 00,235,0.2
48118,3304,77#00,255,0.3
48128,3304,69800,231,230.6
48138,3304,77!00,255,0.3
48148,3304,76800,254,253.7
48158,3304,74800,247,247.1
48168,3304,76800,254,253.7
48178,3304,74$00,246,0.2
48188,3304,77!00,255,0.3
48198,3304,70'00,234,0.2
48208,3304,77"00,255,0.3
48218,3304,76'00,253,0.3
48228,3300,76%00,252,0.3
48238,3304,76'00,253,0.3
48248,3304,74&00,246,0.2
48258,3304,76'00,253,0.3
48268,3304,73900,244,244.2
48278,3304,77"00,255,0.3
48288,3304,70&00,233,0.2
48298,3304,77#00,255,0.3
48308,3304,76'00,253,0.3
48318,3304,76#00,252,0.3
48328,3304,76800,254,253.7
48338,3304,74$00,246,0.2
48348,3304,76'00,253,0.3
48358,3304,73 00,241,0.2
48368,3304,77#00,255,0.3
48378,3304,70&00,233,0.2
48388,3304,77#00,255,0.3
48398,3304,76'00,253,0.3
48408,3304,76!00,251,0.3
48418,3304,76800,254,253.7
48428,3304,74$00,246,0.2
48438,3304,76800,254,253.7
48448,3304,72"00,239,0.2
48458,3304,77#00,255,0.3
48468,3304,70%00,233,0.2
48478,3304,77#00,255,0.3
48488,3304,76800,254,253.7
48498,3304,75%00,249,0.2
48508,3304,76800,254,253.7
48518,3304,74$00,246,0.2
48528,3304,76'00,253,0.3
48538,3304,71#00,236,0.2
48548,3304,77$00,256,0.3
48558,3304,70 00,231,0.2
48568,3304,77#00,255,0.3
48578,3304,76'00,253,0.3
48588,3304,75!00,248,0.2
48598,3304,76'00,253,0.3
48608,3304,74$00,246,0.2
48618,3304,77 00,254,0.3
48628,3304,70900,234,234.3
48638,3304,77$00,256,0.3
48648,3304,76800,254,253.7
48658,3304,76800,254,253.7
48668,3304,76'00,253,0.3
48678,3304,74'00,247,0.2
48688,3304,76&00,253,0.3
48698,3304,74#00,245,0.2
48708,3304,77"00,255,0.3
48718,3304,70&00,233,0.2
48728,3304,77#00,255,0.3
48738,3304,76800,254,253.7
48748,3304,76$00,252,0.3
48758,3304,76800,254,253.7
48768,3304,74%00,246,0.2
48778,3304,76'00,253,0.3
48788,3304,73&00,243,0.2
48798,3304,77"00,255,0.3
48808,3304,70&00,233,0.2
48818,3304,77#00,255,0.3
48828,3304,76'00,253,0.3
48838,3304,76"00,252,0.3
48848,3304,76'00,253,0.3
48858,3304,74$00,246,0.2
48868,3304,76'00,253,0.3
48878,3304,72'00,240,0.2
48888,3304,77#00,255,0.3
48898,3304,70&00,233,0.2
48908,3304,77"00,255,0.3
48918,3304,76'00,253,0.3
48928,3304,76 00,251,0.3
48938,3304,76'00,253,0.3
48948,3304,74$00,246,0.2
48958,3304,76'00,253,0.3
48968,3304,71'00,237,0.2
48978,3304,77#00,255,0.3
48988,3304,70#00,232,0.2
48998,3304,77"00,255,0.3
49008,3304,76800,254,253.7
49018,3304,75#00,249,0.2
49028,3304,76'00,253,0.3
49038,3304,74$00,246,0.2
49048,3304,76'00,253,0.3
49058,3304,71 00,235,0.2
49068,3304,77#00,255,0.3
49078,3304,70 00,231,0.2
49088,3304,77"00,255,0.3
49098,3304,76'00,253,0.3
49108,3304,74900,247,247.5
49118,3304,76'00,253,0.3
49128,3304,74$00,246,0.2
49138,3304,77!00,255,0.3
49148,3304,70800,234,233.9
49158,3304,77#00,255,0.3
49168,3304,76800,254,253.7
49178,3304,76'00,253,0.3
49188,3304,76800,254,253.7
49198,3304,74&00,246,0.2
49208,3304,76800,254,253.7
49218,3304,74"00,245,0.2
49228,3304,77"00,255,0.3
49238,3304,70&00,233,0.2
49248,3304,77$00,256,0.3
49258,3304,76'00,253,0.3
49268,3304,76$00,252,0.3
49278,3304,76800,254,253.7
49288,3304,74$00,246,0.2
49298,3304,76'00,253,0.3
49308,3304,73#00,242,0.2
49318,3304,77#00,255,0.3
49328,3304,70&00,233,0.2
49338,3304,77#00,255,0.3
49348,3304,76'00,253,0.3
49358,3304,76"00,252,0.3
49368,3304,76800,254,253.7
49378,3304,74#00,245,0.2
49388,3304,76'00,253,0.3
49398,3304,72$00,239,0.2
49408,3304,77"00,255,0.3
49418,3304,70%00,233,0.2
49428,3304,77#00,255,0.3
49438,3304,76800,254,253.7
49448,3304,75'00,250,0.2
49458,3304,76'00,253,0.3
49468,3304,74#00,245,0.2
49478,3304,76800,254,253.7
49488,3304,71%00,236,0.2
49498,3308,77#00,256,0.3
49508,3304,70#00,232,0.2
49518,3304,77#00,255,0.3
49528,3304,76'00,253,0.3
49538,3304,75"00,248,0.2
49548,3304,76800,254,253.7
49558,3304,74#00,245,0.2
49568,3304,77000,254,254.4
49578,3304,71 00,235,0.2
49588,3304,77#00,255,0.3
49626,3304,69'00,230,0.2
49627,3304,77!00,255,0.3
49627,3304,76800,254,253.7
49628,3304,74900,247,247.5
49638,3304,76'00,253,0.3
49648,3304,74$00,246,0.2
49658,3304,77 00,254,0.3
49668,3304,70800,234,233.9
49678,3304,77#00,255,0.3
49688,3304,76'00,253,0.3
49698,3304,76%00,253,0.3
49708,3304,76'00,253,0.3
49718,3304,74&00,246,0.2
49728,3304,76'00,253,0.3
49738,3304,73800,244,243.8
49748,3304,77"00,255,0.3
49758,3304,70&00,233,0.2
49768,3304,77$00,256,0.3
49778,3304,76'00,253,0.3
49788,3304,76#00,252,0.3
49798,3304,76800,254,253.7
49808,3304,74$00,246,0.2
49818,3304,76'00,253,0.3
49828,3304,73 00,241,0.2
49838,3304,77#00,255,0.3
49848,3304,70&00,233,0.2
49858,3304,77"00,255,0.3
49868,3304,76800,254,253.7
49878,3304,76!00,251,0.3
49888,3304,76800,254,253.7
49898,3304,74$00,246,0.2
49908,3304,76'00,253,0.3
49918,3304,72!00,238,0.2
49928,3304,77#00,255,0.3
49938,3304,70$00,233,0.2
49948,3304,77#00,255,0.3
49958,3304,76800,254,253.7
49968,3304,75%00,249,0.2
49978,3304,76'00,253,0.3
49988,3304,74#00,245,0.2
49998,3304,76'00,253,0.3
50008,3304,71"00,235,0.2
50018,3304,77#00,255,0.3
50028,3304,70!00,232,0.2
50038,3304,77#00,255,0.3
50048,3304,76'00,253,0.3
50058,3304,74900,247,247.5
50068,3304,76'00,253,0.3
50078,3304,74$00,246,0.2
50088,3304,77!00,255,0.3
50098,3304,70800,234,233.9
50108,3304,77#00,255,0.3
50118,3304,76'00,253,0.3
50128,3304,76900,254,254.1
50138,3304,76'00,253,0.3
50148,3304,74'00,247,0.2
50158,3304,76&00,253,0.3
50168,3304,74"00,245,0.2
50178,3304,77"00,255,0.3
50188,3304,70'00,234,0.2
50198,3304,77#00,255,0.3
50208,3304,76'00,253,0.3
50218,3304,76%00,253,0.3
50228,3304,76'00,253,0.3
50238,3304,74&00,246,0.2
50248,3304,76'00,253,0.3
50258,3304,73&00,243,0.2
50268,3304,77#00,255,0.3
50278,3304,70&00,233,0.2
50288,3304,77#00,255,0.3
50298,3304,76800,254,253.7
50308,3304,76#00,252,0.3
50318,3304,76'00,253,0.3
50328,3304,74$00,246,0.2
50338,3304,76'00,253,0.3
50348,3304,72'00,240,0.2
50358,3304,77#00,255,0.3
50368,3304,70%00,233,0.2
50378,3304,77#00,255,0.3
50388,3304,76'00,253,0.3
50398,3304,75900,251,250.8
50408,3304,76'00,253,0.3
50418,3304,74#00,245,0.2
50428,3304,76'00,253,0.3
50438,3304,71800,237,237.2
50448,3304,77"00,255,0.3
50458,3304,70$00,233,0.2
50468,3304,77#00,255,0.3
50478,3304,76700,253,253.4
50488,3304,75#00,249,0.2
50498,3300,76800,253,253.4
50508,3304,74#00,245,0.2
50518,3304,76800,254,253.7
50528,3304,71 00,235,0.2
50538,3304,77#00,255,0.3
50548,3304,69900,231,230.9
50558,3304,77!00,255,0.3
50568,3304,76'00,253,0.3
50578,3304,74900,247,247.5
50588,3304,76&00,253,0.3
50598,3304,74$00,246,0.2
50608,3304,77 00,254,0.3
50618,3304,70800,234,233.9
50628,3304,77$00,256,0.3
50638,3304,76'00,253,0.3
50648,3304,76'00,253,0.3
50658,3304,76&00,253,0.3
50668,3304,74'00,247,0.2
50678,3304,76'00,253,0.3
50688,3304,74!00,245,0.2
50698,3304,77#00,255,0.3
50708,3304,70'00,234,0.2
50718,3304,77$00,256,0.3
50728,3304,76'00,253,0.3
50738,3304,76#00,252,0.3
50748,3304,76'00,253,0.3
50758,3304,74%00,246,0.2
50768,3304,76800,254,253.7
50778,3304,73#00,242,0.2
50788,3304,77#00,255,0.3
50798,3304,70&00,233,0.2
50808,3304,77#00,255,0.3
50818,3304,76800,254,253.7
50828,3304,76!00,251,0.3
50838,3304,76'00,253,0.3
50848,3304,74$00,246,0.2
50858,3304,76'00,253,0.3
50868,3304,72$00,239,0.2
50878,3304,77#00,255,0.3
50888,3304,70&00,233,0.2
50898,3304,77#00,255,0.3
50908,3304,76800,254,253.7
50918,3304,75800,250,250.4
50928,3304,76800,254,253.7
50938,3304,74#00,245,0.2
50948,3304,76800,254,253.7
50958,3304,71%00,236,0.2
50968,3304,77#00,255,0.3
50978,3304,70#00,232,0.2
50988,3304,77#00,255,0.3
50998,3304,76'00,253,0.3
51008,3304,75!00,248,0.2
51018,3304,76'00,253,0.3
51028,3304,74#00,245,0.2
51038,3304,76900,254,254.1
51048,3304,70900,234,234.3
51058,3304,77#00,255,0.3
51068,3304,69800,231,230.6
51078,3304,77 00,254,0.3
51088,3304,76'00,253,0.3
51098,3304,74900,247,247.5
51108,3304,76'00,253,0.3
51118,3304,74#00,245,0.2
51128,3304,76900,254,254.1
51138,3304,70'00,234,0.2
51148,3304,77#00,255,0.3
51158,3304,76800,254,253.7
51168,3304,76%00,253,0.3
51178,3304,76800,254,253.7
51188,3304,74&00,246,0.2
51198,3304,76'00,253,0.3
51208,3304,73900,244,244.2
51218,3304,77"00,255,0.3
51228,3304,70&00,233,0.2
51238,3304,77$00,256,0.3
51248,3304,76'00,253,0.3
51258,3304,76"00,252,0.3
51268,3304,76'00,253,0.3
51278,3304,74$00,246,0.2
51288,3304,76'00,253,0.3
51298,3304,73 00,241,0.2
51308,3304,77#00,255,0.3
51318,3304,70&00,233,0.2
51328,3304,77#00,255,0.3
51338,3304,76'00,253,0.3
51348,3304,76!00,251,0.3
51358,3304,76'00,253,0.3
51368,3304,74$00,246,0.2
51378,3304,76800,254,253.7
51388,3304,72100,238,238.2
51398,3304,77#00,255,0.3
51408,3304,70%00,233,0.2
51418,3304,77#00,255,0.3
51428,3304,76'00,253,0.3
51438,3304,75%00,249,0.2
51448,3304,76'00,253,0.3
51458,3304,74#00,245,0.2
51468,3304,76'00,253,0.3
51478,3304,71"00,235,0.2
51488,3304,77#00,255,0.3
51498,3304,70!00,232,0.2
51508,3304,77#00,255,0.3
51518,3304,76'00,253,0.3
51528,3304,75 00,248,0.2
51538,3304,76800,254,253.7
51548,3304,74$00,246,0.2
51558,3304,77 00,254,0.3
51568,3304,70900,234,234.3
51578,3304,77#00,255,0.3
51588,3304,76800,254,253.7
51598,3304,76900,254,254.1
51608,3304,76'00,253,0.3
51618,3304,74800,247,247.1
51628,3304,76800,254,253.7
51638,3304,74#00,245,0.2
51648,3304,77"00,255,0.3
51658,3304,70'00,234,0.2
51668,3304,77$00,256,0.3
51678,3304,76'00,253,0.3
51688,3304,76%00,253,0.3
51698,3304,76'00,253,0.3
51708,3304,74%00,246,0.2
51718,3304,76800,254,253.7
51728,3304,73&00,243,0.2
51738,3304,77#00,255,0.3
51748,3304,70&00,233,0.2
51758,3304,77#00,255,0.3
51768,3304,76'00,253,0.3
51778,3304,76#00,252,0.3
51788,3304,76'00,253,0.3
51798,3304,74$00,246,0.2
51808,3304,76'00,253,0.3
51818,3304,72'00,240,0.2
51828,3304,77#00,255,0.3
51838,3304,70600,233,233.3
51848,3304,77$00,256,0.3
51858,3304,76'00,253,0.3
51868,3304,76 00,251,0.3
51878,3304,76'00,253,0.3
51888,3304,74#00,245,0.2
51898,3304,76800,254,253.7
51908,3304,71800,237,237.2
51918,3304,77$00,256,0.3
51928,3304,70$00,233,0.2
51938,3304,77#00,255,0.3
51948,3304,76'00,253,0.3
51958,3304,75#00,249,0.2
51968,3304,76'00,253,0.3
51978,3304,74$00,246,0.2
51988,3304,76800,254,253.7
51998,3304,71!00,235,0.2
52008,3304,77#00,255,0.3
52018,3304,69900,231,230.9
52028,3304,77!00,255,0.3
52038,3304,76800,254,253.7
52048,3304,74900,247,247.5
52058,3304,76800,254,253.7
52068,3304,74#00,245,0.2
52078,3304,77"00,255,0.3
52088,3304,70800,234,233.9
52098,3304,77#00,255,0.3
52108,3304,76800,254,253.7
52118,3304,76'00,253,0.3
52128,3300,76'00,253,0.3
52138,3304,74&00,246,0.2
52148,3304,76800,254,253.7
52158,3304,74 00,244,0.2
52168,3304,77"00,255,0.3
52178,3304,70&00,233,0.2
52188,3304,77#00,255,0.3
52198,3304,76'00,253,0.3
52208,3304,76$00,252,0.3
52218,3304,76'00,253,0.3
52228,3304,74%00,246,0.2
52238,3304,76800,254,253.7
52248,3304,73"00,242,0.2
52258,3304,77#00,255,0.3
52268,3304,70&00,233,0.2
52278,3304,77#00,255,0.3
52288,3304,76'00,253,0.3
52298,3304,76100,251,251.4
52308,3304,76800,254,253.7
52318,3304,74#00,245,0.2
52328,3304,76'00,253,0.3
52338,3304,72"00,239,0.2
52348,3304,77#00,255,0.3
52358,3304,70&00,233,0.2
52368,3304,77#00,255,0.3
52378,3304,76'00,253,0.3
52388,3304,75&00,250,0.2
52398,3304,76'00,253,0.3
52408,3304,74#00,245,0.2
52418,3304,76800,254,253.7
52428,3304,71#00,236,0.2
52438,3304,77#00,255,0.3
52448,3304,70!00,232,0.2
52458,3304,77#00,255,0.3
52468,3304,76800,254,253.7
52478,3304,75 00,248,0.2
52488,3304,76800,254,253.7
52498,3304,74$00,246,0.2
52508,3300,77 00,254,0.3
52518,3304,70900,234,234.3
52528,3304,77#00,255,0.3
52538,3304,76'00,253,0.3
52548,3304,76900,254,254.1
52558,3304,76800,254,253.7
52568,3304,74800,247,247.1
52578,3304,76800,254,253.7
52588,3304,74#00,245,0.2
52598,3304,77!00,255,0.3
52608,3304,70'00,234,0.2
52618,3304,77#00,255,0.3
52628,3304,76800,254,253.7
52638,3304,76$00,252,0.3
52648,3304,76800,254,253.7
52658,3304,74$00,246,0.2
52668,3304,76800,254,253.7
52678,3304,73&00,243,0.2
52688,3304,77#00,255,0.3
52698,3304,70&00,233,0.2
52708,3304,77#00,255,0.3
52718,3304,76'00,253,0.3
52728,3304,76"00,252,0.3
52738,3304,76'00,253,0.3
52748,3304,74400,246,245.8
52758,3304,76'00,253,0.3
52768,3304,72'00,240,0.2
52778,3304,77#00,255,0.3
52788,3304,70&00,233,0.2
52798,3304,77#00,255,0.3
52808,3304,76'00,253,0.3
52818,3304,75900,251,250.8
52828,3304,76'00,253,0.3
52838,3304,74$00,246,0.2
52848,3304,76'00,253,0.3
52858,3304,71'00,237,0.2
52868,3304,77$00,256,0.3
52878,3304,70$00,233,0.2
52888,3304,77#00,255,0.3
52898,3304,76'00,253,0.3
52908,3304,75"00,248,0.2
52918,3304,76800,254,253.7
52928,3304,74#00,245,0.2
52938,3304,76800,254,253.7
52948,3304,71 00,235,0.2
52958,3304,77#00,255,0.3
52968,3304,69800,231,230.6
52978,3304,77!00,255,0.3
52988,3304,76800,254,253.7
52998,3304,74900,247,247.5
53008,3304,76800,254,253.7
53018,3304,74$00,246,0.2
53028,3304,77!00,255,0.3
53038,3304,70'00,234,0.2
53048,3304,77#00,255,0.3
53058,3304,76'00,253,0.3
53068,3304,76&00,253,0.3
53078,3304,76800,254,253.7
53088,3304,74&00,246,0.2
53098,3304,76800,254,253.7
53108,3304,74 00,244,0.2
53118,3304,77#00,255,0.3
53128,3304,70'00,234,0.2
53138,3304,77#00,255,0.3
53148,3304,76800,254,253.7
53158,3304,76#00,252,0.3
53168,3304,76'00,253,0.3
53178,3304,74$00,246,0.2
